firstname,lastname,ranking,age,year
Manuel,Orantes,12,29,1978
Andrew,Pattison,80,29,1978
Patrick,Proisy,96,29,1978
Phil,Dent,50,29,1979
Patrice,Dominguez,63,29,1979
Jiri,Hrebec,92,29,1979
Carlos,Kirmayr,57,29,1979
Geoff,Masters,62,29,1979
Charles,Owens,64,29,1979
Adriano,Panatta,28,29,1979
Paolo,Bertolucci,69,29,1980
Eddie,Dibbs,12,29,1980
Peter,Feigl,77,29,1980
Tim,Gullikson,46,29,1980
Tom,Gullikson,64,29,1980
Kjell,Johansson,88,29,1980
Roscoe,Tanner,13,29,1980
Bernard,Fritz,94,29,1983
Jose,Higueras,11,29,1983
Hank,Pfister,34,29,1983
Raul,Ramirez,25,29,1983
Trevor,Allan,69,29,1984
Peter,Fleming,51,29,1984
Francisco,Gonzalez,82,29,1984
Victor,Pecci,38,29,1984
John,Sadri,46,29,1985
Tomas,Smid,19,29,1985
Kevin,Curren,37,29,1987
Marty,Davis,96,29,1987
Johan,Kriek,48,29,1987
Nduka,Odizor,98,29,1987
Eduardo,Bengoechea,92,29,1988
John,Mcenroe,11,29,1988
Michiel,Schapers,50,29,1988
Andres,Gomez,17,29,1989
Ivan,Lendl,1,29,1989
Tim,Mayotte,13,29,1989
Yannick,Noah,16,29,1989
Kelly,Evernden,97,29,1990
Brad,Gilbert,10,29,1990
Anders,Jarryd,73,29,1990
Ramesh,Krishnan,79,29,1990
Jan,Gunnarsson,94,29,1991
Christo,Van Rensburg,68,29,1991
Henri,Leconte,61,29,1992
Wally,Masur,38,29,1992
Luiz,Mattar,51,29,1992
Ronald,Agenor,58,29,1993
Jordi,Arrese,61,29,1993
Jakob,Hlasek,71,29,1993
Jean Philippe,Fleurian,96,29,1994
Guy,Forget,40,29,1994
Amos,Mansdorf,69,29,1994
Karel,Novacek,28,29,1994
Gianluca,Pozzi,93,29,1994
Richey,Reneberg,34,29,1994
Emilio,Sanchez,74,29,1994
Mark,Woodforde,43,29,1994
Andrei,Chesnokov,89,29,1995
Stefan,Edberg,23,29,1995
Paul,Haarhuis,19,29,1995
Patrick,Mcenroe,34,29,1995
Boris,Becker,6,29,1996
Marcelo,Filippini,81,29,1996
Javier,Frana,80,29,1996
Magnus,Gustafsson,17,29,1996
Thomas,Muster,5,29,1996
Stephane,Simian,92,29,1996
Alexander,Volkov,98,29,1996
Francisco,Clavet,33,29,1997
Carlos,Costa,56,29,1997
Petr,Korda,13,29,1997
Tomas,Nydahl,82,29,1997
Javier,Sanchez,54,29,1997
Michael,Stich,64,29,1997
Jeff,Tarango,49,29,1997
Byron,Black,28,29,1998
Cedric,Pioline,18,29,1998
Brett,Steven,92,29,1998
Andre,Agassi,1,29,1999
Jim,Courier,32,29,1999
Slava,Dosedel,63,29,1999
Richard,Fromberg,78,29,1999
Magnus,Larsson,95,29,1999
Todd,Martin,7,29,1999
Marc,Rosset,45,29,1999
Jan,Siemerink,88,29,1999
Jason,Stoltenberg,80,29,1999
Wayne,Arthurs,83,29,2000
Sergi,Bruguera,85,29,2000
Younes,El Aynaoui,25,29,2000
Wayne,Ferreira,13,29,2000
Richard,Krajicek,36,29,2000
Fernando,Meligeni,100,29,2000
Pete,Sampras,3,29,2000
Jonas,Bjorkman,60,29,2001
Michael,Chang,94,29,2001
Davide,Sanguinetti,91,29,2001
Fabrice,Santoro,22,29,2001
Hicham,Arazi,90,29,2002
Kenneth,Carlsen,65,29,2002
Antony,Dupuis,70,29,2002
Jerome,Golmard,99,29,2002
Albert,Portas,88,29,2002
Greg,Rusedski,31,29,2002
Tomas,Behrend,87,29,2003
Alex,Corretja,100,29,2003
Thomas,Enqvist,96,29,2003
Tim,Henman,15,29,2003
Yevgeny,Kafelnikov,41,29,2003
Karol,Kucera,40,29,2003
Felix,Mantilla,22,29,2003
Andrei,Pavel,69,29,2003
Vincent,Spadea,29,29,2003
Lars,Burgsmuller,100,29,2004
Gregory,Carraz,90,29,2004
Albert,Costa,56,29,2004
Thomas,Johansson,30,29,2004
Jiri,Novak,24,29,2004
Cyril,Saulnier,53,29,2004
Bohdan,Ulihrach,86,29,2004
Agustin,Calleri,51,29,2005
Paul,Goldstein,67,29,2005
Nicolas,Lapentti,95,29,2005
Carlos,Moya,31,29,2005
Rainer,Schuettler,88,29,2005
Tomas,Zib,59,29,2005
Arnaud,Clement,42,29,2006
Alessio,Di Mauro,90,29,2006
Marc,Gicquel,50,29,2006
Justin,Gimelstob,86,29,2006
Nicolas,Kiefer,48,29,2006
Stefan,Koubek,80,29,2006
Max,Mirnyi,59,29,2006
Sebastien,Grosjean,53,29,2007
Tommy,Haas,12,29,2007
Oscar,Hernandez,58,29,2007
Michael,Russell,82,29,2007
Radek,Stepanek,30,29,2007
James,Blake,10,29,2008
Jan,Hernych,81,29,2008
Ivo,Karlovic,26,29,2008
Robert,Kendrick,97,29,2008
Ivan,Ljubicic,44,29,2008
Nicolas,Massu,77,29,2008
Michael,Berrer,74,29,2009
Juan Carlos,Ferrero,23,29,2009
Fernando,Gonzalez,11,29,2009
Michael,Llodra,67,29,2009
Xavier,Malisse,94,29,2009
Albert,Montanes,31,29,2009
Martin,Vassallo Arguello,99,29,2009
Benjamin,Becker,53,29,2010
Julien,Benneteau,44,29,2010
Nikolay,Davydenko,22,29,2010
Roger,Federer,2,29,2010
Mardy,Fish,16,29,2010
Victor,Hanescu,51,29,2010
Lleyton,Hewitt,54,29,2010
Igor,Kunitsyn,100,29,2010
Feliciano,Lopez,32,29,2010
Jurgen,Melzer,11,29,2010
Jarkko,Nieminen,39,29,2010
Florent,Serra,69,29,2010
Potito,Starace,47,29,2010
Filippo,Volandri,91,29,2010
David,Ferrer,5,29,2011
Lukasz,Kubot,57,29,2011
Nicolas,Mahut,80,29,2011
David,Nalbandian,64,29,2011
Tommy,Robredo,51,29,2011
Andy,Roddick,14,29,2011
Dmitry,Tursunov,40,29,2011
Mikhail,Youzhny,35,29,2011
Carlos,Berlocq,66,29,2012
Flavio,Cipolla,95,29,2012
Alejandro,Falla,54,29,2012
Guillermo,Garcia Lopez,76,29,2012
Philipp,Kohlschreiber,20,29,2012
Yen Hsun,Lu,59,29,2012
Florian,Mayer,28,29,2012
Gilles,Muller,67,29,2012
Fernando,Verdasco,24,29,2012
Juan,Monaco,42,29,2013
Michal,Przysiezny,66,29,2013
Andreas,Seppi,25,29,2013
Gilles,Simon,19,29,2013
Janko,Tipsarevic,36,29,2013
Nicolas,Almagro,71,29,2014
Marcos,Baghdatis,85,29,2014
Tomas,Berdych,7,29,2014
Simone,Bolelli,55,29,2014
Ivan,Dodig,95,29,2014
Teymuraz,Gabashvili,67,29,2014
John,Isner,19,29,2014
Marinko,Matosevic,75,29,2014
Lukas,Rosol,31,29,2014
Dudi,Sela,98,29,2014
Jo Wilfried,Tsonga,12,29,2014
Stanislas,Wawrinka,4,29,2014
Kevin,Anderson,12,29,2015
Pablo,Andujar,64,29,2015
Pablo,Cuevas,40,29,2015
Richard,Gasquet,9,29,2015
Marcel,Granollers,84,29,2015
Denis,Istomin,61,29,2015
Gael,Monfils,24,29,2015
Rafael,Nadal,5,29,2015
Sergiy,Stakhovsky,62,29,2015
Viktor,Troicki,22,29,2015
Arthur,Ashe,10,30,1973
Mark,Cox,22,30,1973
Clark,Graebner,48,30,1973
Milan,Holecek,87,30,1973
Patricio,Cornejo,66,30,1974
Dick,Crealy,71,30,1974
Colin,Dibley,87,30,1974
Roger,Dowdeswell,64,30,1974
Alex,Metreveli,13,30,1974
John,Newcombe,2,30,1974
Tom,Okker,6,30,1974
Charlie,Pasarell,51,30,1974
Hans Jaochim,Plotz,95,30,1974
Thomaz,Koch,62,30,1975
Tony,Roche,12,30,1975
Graham,Stilwell,83,30,1975
Allan,Stone,38,30,1975
Jaime,Fillol,24,30,1976
Julian,Ganzabal,94,30,1976
Jan,Kodes,19,30,1976
Jun,Kuki,78,30,1976
Ivan,Molina,91,30,1976
Raymond,Moore,39,30,1976
Ilie,Nastase,3,30,1976
Ray,Ruffels,27,30,1976
Sherwood,Stewart,76,30,1976
Ismail,El Shafei,83,30,1977
Zeljko,Franulovic,42,30,1977
Marcello,Lara,69,30,1977
Robert,Lutz,34,30,1977
Vladimir,Zednik,75,30,1977
Tom,Leonard,71,30,1978
Hans,Kary,93,30,1979
Manuel,Orantes,19,30,1979
Andrew,Pattison,48,30,1979
Alejandro,Pierola,82,30,1979
Patrick,Proisy,93,30,1979
Phil,Dent,40,30,1980
Carlos,Kirmayr,62,30,1980
Adriano,Panatta,32,30,1980
Jimmy,Connors,2,30,1983
Wojtek,Fibak,22,30,1983
Rod,Frawley,87,30,1983
Brian,Gottfried,21,30,1983
Sandy,Mayer,16,30,1983
Harold,Solomon,66,30,1983
Guillermo,Vilas,4,30,1983
Kim,Warwick,42,30,1983
Givaldo,Barbosa,83,30,1984
Vitas,Gerulaitis,17,30,1984
John,Lloyd,32,30,1984
Paul,Mcnamee,61,30,1984
Balazs,Taroczy,43,30,1984
Brian,Teacher,53,30,1984
Peter,Fleming,94,30,1985
Julio,Goes,96,30,1985
Pavel,Slozil,95,30,1985
Eddie,Edwards,63,30,1986
Bill,Scanlon,85,30,1986
Tomas,Smid,54,30,1986
Jaroslav,Navratil,78,30,1987
Kevin,Curren,23,30,1988
Marty,Davis,95,30,1988
Brad,Drewett,99,30,1988
Johan,Kriek,39,30,1988
Fernando,Luna,59,30,1988
Eduardo,Bengoechea,98,30,1989
John,Mcenroe,4,30,1989
Michiel,Schapers,79,30,1989
Leif,Shiras,85,30,1989
Andres,Gomez,6,30,1990
Ivan,Lendl,3,30,1990
Tim,Mayotte,37,30,1990
Yannick,Noah,40,30,1990
Brad,Gilbert,19,30,1991
Anders,Jarryd,47,30,1991
Wally,Masur,21,30,1993
Luiz,Mattar,70,30,1993
Mikael,Pernfors,29,30,1993
Ronald,Agenor,71,30,1994
Jordi,Arrese,86,30,1994
Jim,Grabb,68,30,1994
Jakob,Hlasek,70,30,1994
Guy,Forget,71,30,1995
Richey,Reneberg,57,30,1995
Mark,Woodforde,51,30,1995
Andrei,Chesnokov,85,30,1996
Stefan,Edberg,14,30,1996
Paul,Haarhuis,25,30,1996
Andrei,Olhovskiy,90,30,1996
Boris,Becker,62,30,1997
Marcelo,Filippini,44,30,1997
Magnus,Gustafsson,37,30,1997
Thomas,Muster,9,30,1997
Francisco,Clavet,30,30,1998
Carlos,Costa,67,30,1998
Petr,Korda,13,30,1998
Jeff,Tarango,73,30,1998
Byron,Black,65,30,1999
Cedric,Pioline,13,30,1999
Andre,Agassi,6,30,2000
Slava,Dosedel,64,30,2000
Richard,Fromberg,84,30,2000
Magnus,Larsson,75,30,2000
Todd,Martin,55,30,2000
Marc,Rosset,28,30,2000
Jason,Stoltenberg,66,30,2000
Wayne,Arthurs,77,30,2001
Younes,El Aynaoui,38,30,2001
Wayne,Ferreira,62,30,2001
Goran,Ivanisevic,12,30,2001
Fernando,Meligeni,71,30,2001
Pete,Sampras,10,30,2001
Jonas,Bjorkman,48,30,2002
Davide,Sanguinetti,46,30,2002
Fabrice,Santoro,35,30,2002
Hicham,Arazi,52,30,2003
Antony,Dupuis,78,30,2003
Albert,Portas,85,30,2003
Sargis,Sargsian,39,30,2003
Thomas,Enqvist,72,30,2004
Tim,Henman,6,30,2004
Karol,Kucera,91,30,2004
Andrei,Pavel,18,30,2004
Vincent,Spadea,20,30,2004
Thomas,Johansson,13,30,2005
Jiri,Novak,48,30,2005
Cyril,Saulnier,90,30,2005
Agustin,Calleri,29,30,2006
Paul,Goldstein,70,30,2006
Nicolas,Lapentti,67,30,2006
Hyung Taik,Lee,49,30,2006
Carlos,Moya,43,30,2006
Rainer,Schuettler,97,30,2006
Guillermo,Canas,15,30,2007
Arnaud,Clement,54,30,2007
Marc,Gicquel,70,30,2007
Nicolas,Kiefer,49,30,2007
Stefan,Koubek,47,30,2007
Marcos,Daniel,87,30,2008
Tommy,Haas,82,30,2008
Oscar,Hernandez,68,30,2008
Alberto,Martin,100,30,2008
Christophe,Rochus,69,30,2008
Radek,Stepanek,27,30,2008
James,Blake,44,30,2009
Juan Ignacio,Chela,73,30,2009
Ivo,Karlovic,37,30,2009
Ivan,Ljubicic,24,30,2009
Peter,Luczak,77,30,2009
Michael,Berrer,58,30,2010
Juan Carlos,Ferrero,29,30,2010
Fernando,Gonzalez,68,30,2010
Michael,Llodra,23,30,2010
Xavier,Malisse,60,30,2010
Ricardo,Mello,76,30,2010
Albert,Montanes,25,30,2010
Julien,Benneteau,52,30,2011
Nikolay,Davydenko,41,30,2011
Roger,Federer,3,30,2011
Mardy,Fish,8,30,2011
Victor,Hanescu,90,30,2011
Igor,Kunitsyn,71,30,2011
Feliciano,Lopez,20,30,2011
Jurgen,Melzer,33,30,2011
Jarkko,Nieminen,77,30,2011
Eric,Prodon,97,30,2011
Olivier,Rochus,67,30,2011
Potito,Starace,58,30,2011
Filippo,Volandri,69,30,2011
David,Ferrer,5,30,2012
Lukasz,Kubot,74,30,2012
Paul Henri,Mathieu,58,30,2012
David,Nalbandian,82,30,2012
Andy,Roddick,39,30,2012
Mikhail,Youzhny,25,30,2012
Carlos,Berlocq,41,30,2013
Alex,Bogomolov Jr,88,30,2013
Alejandro,Falla,99,30,2013
Guillermo,Garcia Lopez,62,30,2013
Philipp,Kohlschreiber,22,30,2013
Yen Hsun,Lu,65,30,2013
Florian,Mayer,40,30,2013
Edouard Roger,Vasselin,52,30,2013
Fernando,Verdasco,30,30,2013
Dustin,Brown,89,30,2014
Malek,Jaziri,76,30,2014
Juan,Monaco,62,30,2014
Andreas,Seppi,45,30,2014
Gilles,Simon,21,30,2014
Go,Soeda,99,30,2014
Nicolas,Almagro,73,30,2015
Marcos,Baghdatis,46,30,2015
Tomas,Berdych,6,30,2015
Simone,Bolelli,58,30,2015
Ivan,Dodig,87,30,2015
Teymuraz,Gabashvili,50,30,2015
Daniel,Gimeno Traver,98,30,2015
John,Isner,11,30,2015
Lukas,Rosol,55,30,2015
Dudi,Sela,100,30,2015
Gilles,Simon,15,30,2015
Jo Wilfried,Tsonga,10,30,2015
Stanislas,Wawrinka,4,30,2015
Frank,Froehling,72,31,1973
Juan,Gisbert,68,31,1973
Francois,Jauffret,45,31,1973
Frew,Mcmillan,78,31,1973
Arthur,Ashe,7,31,1974
Mark,Cox,30,31,1974
Clark,Graebner,99,31,1974
Milan,Holecek,90,31,1974
Dick,Crealy,56,31,1975
Colin,Dibley,94,31,1975
Alex,Metreveli,47,31,1975
John,Newcombe,20,31,1975
Tom,Okker,11,31,1975
Charlie,Pasarell,63,31,1975
Hans Jaochim,Plotz,76,31,1975
Nicola,Spear,92,31,1975
Ove Nils,Bengtson,43,31,1976
Thomaz,Koch,58,31,1976
Tony,Roche,50,31,1976
Jaime,Fillol,17,31,1977
Tom,Gorman,41,31,1977
Jan,Kodes,40,31,1977
Ivan,Molina,95,31,1977
Raymond,Moore,38,31,1977
Ilie,Nastase,9,31,1977
Cliff,Richey,97,31,1977
Ray,Ruffels,96,31,1977
Stan,Smith,24,31,1977
Sherwood,Stewart,94,31,1977
Zeljko,Franulovic,38,31,1978
Robert,Lutz,30,31,1978
Vladimir,Zednik,70,31,1978
Manuel,Orantes,58,31,1980
Andrew,Pattison,58,31,1980
John,Alexander,31,31,1983
Eddie,Dibbs,56,31,1983
Tom,Gullikson,61,31,1983
Joao,Soares,96,31,1983
Roscoe,Tanner,43,31,1983
Vijay,Amritraj,42,31,1984
Jose,Higueras,21,31,1984
Hank,Pfister,86,31,1984
Vitas,Gerulaitis,81,31,1985
John,Lloyd,42,31,1985
Paul,Mcnamee,48,31,1985
Brian,Teacher,66,31,1985
Bill,Scanlon,99,31,1987
Tomas,Smid,31,31,1987
Kevin,Curren,20,31,1989
Johan,Kriek,52,31,1989
John,Mcenroe,13,31,1990
Andres,Gomez,70,31,1991
Ivan,Lendl,5,31,1991
Brad,Gilbert,26,31,1992
Jeremy,Bates,98,31,1993
Henri,Leconte,94,31,1994
Luiz,Mattar,73,31,1994
Jordi,Arrese,52,31,1995
Jakob,Hlasek,35,31,1995
Mats,Wilander,46,31,1995
Guy,Forget,51,31,1996
Richey,Reneberg,32,31,1996
Mark,Woodforde,27,31,1996
Paul,Haarhuis,70,31,1997
Boris,Becker,69,31,1998
Magnus,Gustafsson,32,31,1998
Thomas,Muster,25,31,1998
Francisco,Clavet,38,31,1999
Jeff,Tarango,55,31,1999
Byron,Black,35,31,2000
Cedric,Pioline,16,31,2000
Andre,Agassi,3,31,2001
Todd,Martin,57,31,2001
Wayne,Arthurs,52,31,2002
Younes,El Aynaoui,22,31,2002
Wayne,Ferreira,39,31,2002
Fernando,Meligeni,74,31,2002
Dick,Norman,96,31,2002
Pete,Sampras,13,31,2002
Jonas,Bjorkman,30,31,2003
Davide,Sanguinetti,65,31,2003
Fabrice,Santoro,62,31,2003
Hicham,Arazi,62,31,2004
Alex,Calatrava,81,31,2004
Kenneth,Carlsen,84,31,2004
Antony,Dupuis,79,31,2004
Greg,Rusedski,46,31,2004
Sargis,Sargsian,75,31,2004
Tomas,Behrend,89,31,2005
Tim,Henman,36,31,2005
Andrei,Pavel,80,31,2005
Vincent,Spadea,75,31,2005
Thomas,Johansson,71,31,2006
Agustin,Calleri,42,31,2007
Hyung Taik,Lee,51,31,2007
Carlos,Moya,17,31,2007
Rainer,Schuettler,99,31,2007
Guillermo,Canas,79,31,2008
Arnaud,Clement,93,31,2008
Marc,Gicquel,54,31,2008
Nicolas,Kiefer,38,31,2008
Marcos,Daniel,87,31,2009
Tommy,Haas,18,31,2009
Oscar,Hernandez,70,31,2009
Christophe,Rochus,86,31,2009
Michael,Russell,83,31,2009
Radek,Stepanek,12,31,2009
Juan Ignacio,Chela,38,31,2010
Ivo,Karlovic,73,31,2010
Ivan,Ljubicic,17,31,2010
Michael,Berrer,100,31,2011
James,Blake,59,31,2011
Juan Carlos,Ferrero,50,31,2011
Michael,Llodra,47,31,2011
Xavier,Malisse,49,31,2011
Ricardo,Mello,85,31,2011
Albert,Montanes,53,31,2011
Benjamin,Becker,65,31,2012
Julien,Benneteau,35,31,2012
Nikolay,Davydenko,44,31,2012
Roger,Federer,2,31,2012
Mardy,Fish,27,31,2012
Victor,Hanescu,62,31,2012
Lleyton,Hewitt,83,31,2012
Feliciano,Lopez,40,31,2012
Paolo,Lorenzi,64,31,2012
Jurgen,Melzer,29,31,2012
Jarkko,Nieminen,41,31,2012
Olivier,Rochus,90,31,2012
Filippo,Volandri,88,31,2012
David,Ferrer,3,31,2013
Lukasz,Kubot,72,31,2013
Nicolas,Mahut,50,31,2013
Tommy,Robredo,18,31,2013
Dmitry,Tursunov,29,31,2013
Mikhail,Youzhny,15,31,2013
Carlos,Berlocq,72,31,2014
Alejandro,Falla,88,31,2014
Guillermo,Garcia Lopez,36,31,2014
Philipp,Kohlschreiber,24,31,2014
Yen Hsun,Lu,38,31,2014
Gilles,Muller,47,31,2014
Edouard Roger,Vasselin,87,31,2014
Fernando,Verdasco,33,31,2014
Steve,Darcis,86,31,2015
Juan,Monaco,53,31,2015
Rajeev,Ram,89,31,2015
Andreas,Seppi,29,31,2015
Pierre,Barthes,63,32,1973
Cliff,Drysdale,23,32,1973
Marty,Riessen,13,32,1973
Roger,Taylor,16,32,1973
Juan,Gisbert,35,32,1974
Francois,Jauffret,20,32,1974
Frew,Mcmillan,46,32,1974
Arthur,Ashe,4,32,1975
Mark,Cox,25,32,1975
Dick,Crealy,38,32,1976
Colin,Dibley,85,32,1976
Alex,Metreveli,63,32,1976
John,Newcombe,21,32,1976
Tom,Okker,23,32,1976
Charlie,Pasarell,56,32,1976
Ove Nils,Bengtson,78,32,1977
Tony,Roche,19,32,1977
Allan,Stone,87,32,1977
Jaime,Fillol,77,32,1978
Tom,Gorman,53,32,1978
Ilie,Nastase,16,32,1978
Cliff,Richey,57,32,1978
Stan,Smith,25,32,1978
Sherwood,Stewart,60,32,1978
Zeljko,Franulovic,97,32,1979
Robert,Lutz,36,32,1979
Phil,Dent,65,32,1983
Carlos,Kirmayr,52,32,1983
Jimmy,Connors,2,32,1984
Wojtek,Fibak,45,32,1984
Brian,Gottfried,90,32,1984
Terry,Moor,34,32,1984
Guillermo,Vilas,28,32,1984
Vijay,Amritraj,80,32,1985
Hank,Pfister,68,32,1985
Paul,Mcnamee,45,32,1986
Kevin,Curren,71,32,1990
John,Mcenroe,28,32,1991
Michiel,Schapers,85,32,1991
Ivan,Lendl,8,32,1992
Brad,Gilbert,35,32,1993
Anders,Jarryd,67,32,1993
Jeremy,Bates,77,32,1994
Jakob,Hlasek,74,32,1996
Richey,Reneberg,73,32,1997
Mark,Woodforde,46,32,1997
Paul,Haarhuis,74,32,1998
Magnus,Gustafsson,60,32,1999
Francisco,Clavet,49,32,2000
Cedric,Pioline,84,32,2001
Andre,Agassi,2,32,2002
Todd,Martin,47,32,2002
Younes,El Aynaoui,14,32,2003
Wayne,Ferreira,26,32,2003
Jonas,Bjorkman,70,32,2004
Fabrice,Santoro,52,32,2004
Kenneth,Carlsen,66,32,2005
Greg,Rusedski,37,32,2005
Tim,Henman,39,32,2006
Vincent,Spadea,73,32,2006
Thomas,Johansson,62,32,2007
Agustin,Calleri,60,32,2008
Nicolas,Lapentti,86,32,2008
Carlos,Moya,42,32,2008
Rainer,Schuettler,33,32,2008
Arnaud,Clement,63,32,2009
Marc,Gicquel,58,32,2009
Marcos,Daniel,96,32,2010
Ruben,Ramirez Hidalgo,77,32,2010
Michael,Russell,99,32,2010
Radek,Stepanek,62,32,2010
Juan Ignacio,Chela,29,32,2011
Ivo,Karlovic,56,32,2011
Ivan,Ljubicic,30,32,2011
Michael,Llodra,53,32,2012
Xavier,Malisse,63,32,2012
Albert,Montanes,96,32,2012
Benjamin,Becker,79,32,2013
Julien,Benneteau,35,32,2013
Nikolay,Davydenko,53,32,2013
Roger,Federer,6,32,2013
Victor,Hanescu,80,32,2013
Lleyton,Hewitt,60,32,2013
Feliciano,Lopez,28,32,2013
Jurgen,Melzer,27,32,2013
Jarkko,Nieminen,39,32,2013
Filippo,Volandri,71,32,2013
David,Ferrer,10,32,2014
Paul Henri,Mathieu,96,32,2014
Tommy,Robredo,17,32,2014
Mikhail,Youzhny,48,32,2014
Guillermo,Garcia Lopez,27,32,2015
Philipp,Kohlschreiber,34,32,2015
Yen Hsun,Lu,77,32,2015
Gilles,Muller,38,32,2015
Fernando,Verdasco,49,32,2015
Bob,Carmichael,80,33,1973
Jim,Mcmanus,95,33,1973
Martin,Mulligan,62,33,1973
John,Paish,93,33,1973
Pierre,Barthes,79,33,1974
Cliff,Drysdale,18,33,1974
Marty,Riessen,12,33,1974
Roger,Taylor,42,33,1974
Juan,Gisbert,41,33,1975
Francois,Jauffret,39,33,1975
Frew,Mcmillan,59,33,1975
Arthur,Ashe,12,33,1976
Mark,Cox,17,33,1976
Patricio,Cornejo,69,33,1977
Dick,Crealy,68,33,1977
Colin,Dibley,36,33,1977
Tom,Okker,31,33,1977
Charlie,Pasarell,71,33,1977
Ove Nils,Bengtson,88,33,1978
Tony,Roche,32,33,1978
Allan,Stone,67,33,1978
Tom,Gorman,53,33,1979
Jan,Kodes,88,33,1979
Ivan,Molina,100,33,1979
Raymond,Moore,99,33,1979
Ilie,Nastase,49,33,1979
Stan,Smith,22,33,1979
Robert,Lutz,20,33,1980
Onny,Parun,100,33,1980
Jeff,Borowiak,82,33,1983
Mike,Estep,95,33,1983
Manuel,Orantes,41,33,1983
Tom,Gullikson,74,33,1984
Jimmy,Connors,4,33,1985
Wojtek,Fibak,62,33,1985
Guillermo,Vilas,39,33,1985
Kevin,Curren,58,33,1991
John,Mcenroe,20,33,1992
Ivan,Lendl,19,33,1993
Brad,Gilbert,76,33,1994
Gianluca,Pozzi,61,33,1998
Mark,Woodforde,58,33,1998
Magnus,Gustafsson,82,33,2000
Francisco,Clavet,51,33,2001
Andre,Agassi,4,33,2003
Todd,Martin,68,33,2003
Jonas,Bjorkman,62,33,2005
Davide,Sanguinetti,44,33,2005
Fabrice,Santoro,58,33,2005
Werner,Eschauer,66,33,2007
Andrei,Pavel,75,33,2007
Vincent,Spadea,77,33,2007
Nicolas,Lapentti,97,33,2009
Rainer,Schuettler,85,33,2009
Arnaud,Clement,78,33,2010
Michael,Russell,99,33,2011
Radek,Stepanek,28,33,2011
Ivo,Karlovic,100,33,2012
Bjorn,Phau,75,33,2012
Albert,Montanes,63,33,2013
Benjamin,Becker,40,33,2014
Julien,Benneteau,25,33,2014
Roger,Federer,2,33,2014
Lleyton,Hewitt,50,33,2014
Feliciano,Lopez,14,33,2014
Paolo,Lorenzi,64,33,2014
Jarkko,Nieminen,73,33,2014
David,Ferrer,7,33,2015
Paolo,Lorenzi,68,33,2015
Nicolas,Mahut,71,33,2015
Paul Henri,Mathieu,95,33,2015
Daniel,Munoz De La Nava,75,33,2015
Tommy,Robredo,42,33,2015
Boro,Jovanovic,65,34,1973
Nikola,Pilic,15,34,1973
Jaime,Pinto Bravo,77,34,1973
Ion,Tiriac,74,34,1973
Bob,Hewitt,59,34,1974
Cliff,Drysdale,36,34,1975
Harald,Elschenbroich,86,34,1975
Marty,Riessen,24,34,1975
Roger,Taylor,52,34,1975
Juan,Gisbert,100,34,1976
Francois,Jauffret,26,34,1976
Frew,Mcmillan,86,34,1976
Mark,Cox,26,34,1977
John,Newcombe,24,34,1978
Tom,Okker,50,34,1978
Thomaz,Koch,85,34,1979
Jaime,Fillol,86,34,1980
Ilie,Nastase,79,34,1980
Stan,Smith,28,34,1980
Sherwood,Stewart,84,34,1980
Tom,Gullikson,53,34,1985
Jimmy,Connors,8,34,1986
Guillermo,Vilas,22,34,1986
Ivan,Lendl,55,34,1994
Gianluca,Pozzi,94,34,1999
Magnus,Gustafsson,82,34,2001
Andre,Agassi,8,34,2004
Wayne,Arthurs,97,34,2005
Jonas,Bjorkman,54,34,2006
Fabrice,Santoro,52,34,2006
Vincent,Spadea,76,34,2008
Rainer,Schuettler,84,34,2010
Tommy,Haas,21,34,2012
Ruben,Ramirez Hidalgo,91,34,2012
Michael,Russell,87,34,2012
Radek,Stepanek,31,34,2012
Ivo,Karlovic,78,34,2013
Victor,Estrella,78,34,2014
Benjamin,Becker,97,34,2015
Roger,Federer,3,34,2015
Feliciano,Lopez,17,34,2015
Rod,Laver,8,35,1973
Fred,Stolle,36,35,1973
Nikola,Pilic,32,35,1974
Ion,Tiriac,72,35,1974
Bob,Carmichael,71,35,1975
Bob,Hewitt,34,35,1975
Cliff,Drysdale,25,35,1976
Marty,Riessen,59,35,1976
Roger,Taylor,80,35,1976
Francois,Jauffret,58,35,1977
Frew,Mcmillan,61,35,1977
Arthur,Ashe,13,35,1978
Mark,Cox,68,35,1978
Tom,Okker,56,35,1979
Thomaz,Koch,56,35,1980
Jimmy,Connors,4,35,1987
Guillermo,Vilas,71,35,1987
Ronald,Agenor,96,35,1999
Gianluca,Pozzi,43,35,2000
Andre,Agassi,7,35,2005
Jonas,Bjorkman,59,35,2007
Fabrice,Santoro,37,35,2007
Tommy,Haas,12,35,2013
Michael,Russell,92,35,2013
Radek,Stepanek,44,35,2013
Ivo,Karlovic,27,35,2014
Victor,Estrella,56,35,2015
Barry,Phillips Moore,64,36,1973
Rod,Laver,4,36,1974
Nikola,Pilic,50,36,1975
Bob,Hewitt,83,36,1976
Cliff,Drysdale,27,36,1977
Marty,Riessen,57,36,1977
Arthur,Ashe,7,36,1979
Mark,Cox,76,36,1979
Colin,Dibley,95,36,1980
Jaime,Fillol,77,36,1983
Jimmy,Connors,7,36,1988
Fabrice,Santoro,52,36,2008
Tommy,Haas,77,36,2014
Radek,Stepanek,68,36,2014
Ivo,Karlovic,23,36,2015
Roy,Emerson,12,37,1973
